,0
195,"""Pura invención"". Desde el Instituto de Virología de Wuhan, al que Estados Unidos señala como ""origen"" del nuevo coronavirus, son contundentes frente a las acusaciones. Su directora, Wang Yanyi ...

👇Léelo completo👇
https://t.co/8Pcw4zUPOn

#Noticias #Wuhan #ChinaVirus https://t.co/Q1gzXRIZhV"
196,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
197,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
198,RT @anniecanizares: 🛑La ⁦@cruzrojaecuador⁩ está estudiando el uso del plasma inmune en pacientes que han superado el coronavirus. La OPS ha…
199,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
200,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
201,"Desde mediados de abril hasta el 23 de mayo, Guayaquil ha aumentado de 15,5 a 35 casos por cada diez mil personas. Quito ha ido de 2,3 a 11,5 en el mismo período. Lee el análisis completo de @mjavierrod e @ivanduespin
https://t.co/M9zcbpYFpB"
202,Independiente del tema coronavirus es hasta anti higiénico compartir una piscina entre tanta gente. Gringos puercos https://t.co/l39Zxh7Jw4
203,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
204,Un reportaje sobre esta horrible situación que sufren los #Discapacitados en plena crisis humanitaria por el coronavirus ✌️ juntos contra la injusticia y buscando un mundo mejor 😃
205,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
206,"RT @artumoscoso: ¿Se mueren de ganas de pasar a ""semáforo amarillo""? Lean esto primero. 

#coronavirus #coronavirusecuador   

https://t.co…"
207,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
208,"Malecon 2000 reanudó sus actividades en el área comercial, zona de parqueos y patios de comida luego de más de dos meses de cierre por la emergencia sanitaria generada por el coronavirus.

#GuayaquilRural https://t.co/HPO9tvHfO5"
209,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
210,"Así como van las cosas, se habla de una segunda ola del Coronavirus, sin asegurar que no van haber Tercera, cuarta o más, cada una con tres meses de guarda? y la solución será sendas cuarentenas? Gobiernos, trabajen y vayan descubriendo nuevas, creativas y reales soluciones."
211,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
212,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
213,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
214,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
215,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
216,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
217,"RT @TelediarioEC: Estos son los casos globales de contagiados, muertos y recuperados por #Covid_19 hasta el lunes 25 de mayo de 2020. 

Fue…"
218,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
219,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
220,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
221,@LaPosta_Ecu Tienen las mismas tácticas cubano venezolanas de organización para defender la revolución. Grupos de fanaticos que arrastran a todo un pueblo hacia el abismo... pero eso sí siempre altivos y soberanos. El correavirus mil veces más mortal que el coronavirus. #mariapaularomo
222,"¿Buscas posicionarte en el mundo digital? Somos expertos en marketing digital, tiendas online, fotografía y diseño gráfico. Escríbenos @socialitagencia #CreandoParaTi #25Mayo #QuedateEnCasa #coronavirus https://t.co/vtBIqMbXWH"
223,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
224,"RT @carolgrillito: ¡ATENTI!

Aquí parte de la desgraciada historia del morenato. 

@Lenin en cambio mintiendo en la @AsambleaEcuador 

http…"
225,"RT @Expresoec: #Coronavirus: Decenas de personas aprovecharon la reapertura de algunas iglesias, este 25 de mayo, para visitarlas tras casi…"
226,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
227,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
228,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
229,"RT @teleamazonasec: 2,3 millones de personas se han recuperado del #COVID19 en el mundo -&gt;https://t.co/JHirzAbGo8 https://t.co/2D60XBYFU4"
230,"¿Se mueren de ganas de pasar a ""semáforo amarillo""? Lean esto primero. 

#coronavirus #coronavirusecuador   

https://t.co/G2N0QcwJfo"
231,RT @afpquito: 🇪🇨 Sindicatos y otros grupos sociales desafiaron las restricciones por el #coronavirus y organizaron marchas este lunes en va…
232,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
233,"RT @TelediarioEC: Estos son los casos globales de contagiados, muertos y recuperados por #Covid_19 hasta el lunes 25 de mayo de 2020. 

Fue…"
234,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
235,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
236,"RT @gadambato: El GAD Municipalidad de Ambato, con el alcalde Dr. Javier Altamirano Sánchez, precautela la salud y la vida de los ciudadano…"
237,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
238,"#Atención #Entrevistaenvivo con Ing. Cecilia Andrade, Directora Regional Centro Sur y Mgs. Sebastián Verdugo, Coordinador Zonal Centro Sur.
Tema: Retos de la educación superior no presencial
en tiempos de coronavirus
Este Martes 26 de Mayo a las 12:00 https://t.co/4U6Ub8afHy"
239,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
240,RT @afpquito: 🇪🇨 Sindicatos y otros grupos sociales desafiaron las restricciones por el #coronavirus y organizaron marchas este lunes en va…
241,"🇪🇨 Sindicatos y otros grupos sociales desafiaron las restricciones por el #coronavirus y organizaron marchas este lunes en varias ciudades del #Ecuador, en protesta a medidas económicas del gobierno para enfrentar la #pandemia. #AFP @afpquito @AFPespanol https://t.co/4kyg7fV8bI https://t.co/FB6G7sdLZ7"
242,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
243,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
244,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
245,"RT @ancisneros: @EstebanOrtizMD Si usted no cree, ok, pero respete a los que creen y al menos haga el favor de instruirse un poco de por qu…"
246,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
247,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
248,"Comercio y turismo pierden más de 500,000 mdp en mayo por coronavirus: Concanaco https://t.co/1OVlTsqj00 https://t.co/K1vZv3lTKL"
249,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
250,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
251,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
252,"RT @Expresoec: La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamen…"
253,"Ves eso 🤦🏻‍♀️en Guayaquil no tenemos ni una semana de haber pasado de semáforo rojo a amarillo y ya hay manifestaciones #coronavirus #QuedateEnCasa 
Que pena que demos mal ejemplo a las demás provincias. https://t.co/1uFVAxLqzd"
254,"RT @carlospanchi2: SISTEMA DE LAVAMANOS ANTI COVID-19🚰🚫🦠

Para prevenir el coronavirus es importante lavar tus manos frecuentemente
AUTOMAT…"
255,Coronavirus | De enfermedad respiratoria a multisistémica: cómo en pocas semanas cambió radicalmente lo que sabemos sobre la covid-19 https://t.co/asyoIN3nue
256,"La Organización Mundial de la Salud suspendió los ensayos con la hidroxicloroquina pero, ¿qué se conoce sobre este medicamento? 👇
 https://t.co/o0k8LpoTp8"
257,"RT @carolgrillito: ¡ATENTI!

Aquí parte de la desgraciada historia del morenato. 

@Lenin en cambio mintiendo en la @AsambleaEcuador 

http…"
258,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
259,"RT @carolgrillito: ¡ATENTI!

Aquí parte de la desgraciada historia del morenato. 

@Lenin en cambio mintiendo en la @AsambleaEcuador 

http…"
260,"El Centro Internacional de Estudios Superiores de Comunicación para América Latina, CIESPAL, lamenta el deceso de Jacinto Quispe Maydana, el primer trabajador de la prensa boliviana que fallece a causa de coronavirus.
➡️ https://t.co/nJIIt8autd https://t.co/IRnU4p5Bap"
261,"@Boni91_ Si tienes coronavirus, registran tu celular, quieren decir que los celulares de esas personas estuvieron ahí, capaz le prestaron los celulares a que vayan a protestar (?)"
262,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
263,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
264,"RT @Expresoec: #Coronavirus: Decenas de personas aprovecharon la reapertura de algunas iglesias, este 25 de mayo, para visitarlas tras casi…"
265,"RT @alfaT801: No permiten reunirse, no permiten despedirnos de nuestros muertos por el coronavirus, no permiten abrir parques, no permiten…"
266,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
267,"@abgcvjll Por lo menos los celulares de tipos con coronavirus estaban ahí, capaz les prestaron a los panas (?)"
268,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
269,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
270,"RT @UNEMI_ec: Recuerda❗ la emergencia sanitaria no ha terminado.

No salgas de casa si no es necesario y, si lo haces, aplica de forma estr…"
271,"RT @Martinminguchi: Aquí el video completo, no la versión cortada y humorística, donde Jaime Vargas habla de la conexión entre la educación…"
272,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
273,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
274,"RT @futurodigital: URGENTE 😱 Más de 100 mil muertos por #Covid19usa  en USA. Defiéndete del #Coronavirus con DEFEND y MIND
https://t.co/7p1…"
275,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
276,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
277,"RT @afpquito: 🇪🇨 Los católicos de #Ecuador, que representan el 70% de los 17,5 millones de habitantes, desde este lunes pueden orar y confe…"
278,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
279,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
280,"RT @WQRadio_EC: #WQNoticias | China advirtió este domingo 24 de mayo, que sus relaciones con Estado Unidos están en un punto de inicio de u…"
281,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
282,"RT @carlospanchi2: SISTEMA DE LAVAMANOS ANTI COVID-19🚰🚫🦠

Para prevenir el coronavirus es importante lavar tus manos frecuentemente
AUTOMAT…"
283,RT @Expresoec: La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
284,"Crisis económica por el coronavirus | Robert Shiller, nobel de Economía: “No existe una pandemia, sino dos” https://t.co/Ml0ncaWBMf"
285,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
286,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
287,"Así como en Colombia! Que para ingresar tenía que responder bajo ""Juramento"" 
Ejemplo:
¿Tiene coronavirus?
¡No papi te lo juro! 
Bueno puedo pasar... https://t.co/Dib3LotKrJ"
288,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
289,La  Espol se suma a la búsqueda mundial de la vacuna contra el coronavirus: https://t.co/DCT8PXtixq
290,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
291,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
292,@DrJuanCZevallos @ottosonnenh @CarlosVerareal @fabriciovelav @eluniversocom @elcomerciocom @ecuavisa @el_telegrafo Colombia asiente el uso de anti virales e #Interferon para #coronavirusecuador #coronavirus @LuisZuritaG https://t.co/tJogcgYEHG
293,"RT @Expresoec: #Coronavirus: Decenas de personas aprovecharon la reapertura de algunas iglesias, este 25 de mayo, para visitarlas tras casi…"
294,"RT @Expresoec: #Coronavirus: Decenas de personas aprovecharon la reapertura de algunas iglesias, este 25 de mayo, para visitarlas tras casi…"
295,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
296,"RT @WQRadio_EC: #WQNoticias | China advirtió este domingo 24 de mayo, que sus relaciones con Estado Unidos están en un punto de inicio de u…"
297,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
298,"RT @mundoactualizat: #ECUADOR 
INICIÓ EL PARO EN MEDIO DE LA PANDEMIA DEL #COVID_19 

Cientos de ecuatorianos vencieron el miedo de contagi…"
299,"RT @WQRadio_EC: #WQNoticias | China advirtió este domingo 24 de mayo, que sus relaciones con Estado Unidos están en un punto de inicio de u…"
300,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
301,RT @LaMareaec: #EmergenciaEc | Este es el panorama que se vive en la playa #ElMurciélago de #Manta. Lugar que en el feriado de Carnaval reu…
302,"RT @jorgeharbviteri: Coronavirus y tu Pu... madre, no vas a poder con Guayaquil... muy buen trabajo médicos y enfermeros del @OMNIHospital…"
303,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
304,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
305,"BBC News Mundo - Coronavirus | Elif Shafak: ""¿Era realmente normal el mundo antes de la covid-19?"". La escritora turco-británica te invita a intercambiar ideas https://t.co/8Wsyrf4brU"
306,"RT @carolgrillito: ¡ATENTI!

Aquí parte de la desgraciada historia del morenato. 

@Lenin en cambio mintiendo en la @AsambleaEcuador 

http…"
307,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
308,RT @mariferguillen3: Por si acaso él #cacerolazo es contra él hambre y el desempleo. No para rogarle al coronavirus que se vaya o para pedi…
309,"RT @alfaT801: No permiten reunirse, no permiten despedirnos de nuestros muertos por el coronavirus, no permiten abrir parques, no permiten…"
310,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
311,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
312,"#ECUADOR 
INICIÓ EL PARO EN MEDIO DE LA PANDEMIA DEL #COVID_19 

Cientos de ecuatorianos vencieron el miedo de contagiarse de coronavirus y salieron a las calles para que no se den más despidos en el sector público y… https://t.co/FdpmpCZ5Zd"
313,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
314,RT @JuanPablo_Alban: Coronavirus | De enfermedad respiratoria a multisistémica: cómo en pocas semanas cambió radicalmente lo que sabemos so…
315,"RT @Martinminguchi: Las cifras de Medellín asombran. En todo el departamento de Antioquia, que tiene 6,4 millones de habitantes hay, hasta…"
316,@Lenin Y en estos tres años no se ha visto que haya mejoras en ninguno de esos 4 puntos. Deja de mentir q sólo por miedo al coronavirus la gente no te bota sino estuvieras en otro país con tus ministros vagos
317,"RT @manavisionec: #Manabí #Coronavirus | Desde este martes 26 de mayo, Bolívar pasa a semáforo amarillo &gt;&gt;&gt; https://t.co/SjB3cyOIwl https:/…"
318,"@_fuggazi No te confundas Guayaco.
Aca la gente salio a manifestarse no al coronavirus party"
319,"RT @eldiarioec: #Manabí #Coronavirus | Desde este martes 26 de mayo, Bolívar pasa a semáforo amarillo &gt;&gt;&gt; https://t.co/hFJD1aFdMy https://t…"
320,RT @splendid1040: Trump prohíbe los vuelos desde Brasil por el coronavirus | AFP https://t.co/xdjqkMx1l2 https://t.co/Bo6kfF9X4B
321,"#Manabí #Coronavirus | Desde este martes 26 de mayo, Bolívar pasa a semáforo amarillo &gt;&gt;&gt; https://t.co/bPPqNCUNP4 https://t.co/hVVj3m87x2"
322,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
323,"#Manabí #Coronavirus | Desde este martes 26 de mayo, Bolívar pasa a semáforo amarillo &gt;&gt;&gt; https://t.co/SjB3cyOIwl https://t.co/O1SxGPnrln"
324,"#Manabí #Coronavirus | Desde este martes 26 de mayo, Bolívar pasa a semáforo amarillo &gt;&gt;&gt; https://t.co/hFJD1aFdMy https://t.co/7smBD0QBQj"
325,"#Quito supera a #Guayaquil en contagios diarios de coronavirus.
https://t.co/jwJ2Npil5w"
326,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
327,"Malecon 2000 reanudó sus actividades en el área comercial, zona de parqueos y patios de comida luego de más de dos meses de cierre por la emergencia sanitaria generada por el coronavirus.

Para más información visite https://t.co/8RX6IJOWq4 o deslice nuestras historias https://t.co/25WxwpDqFC"
328,"RT @el_telegrafo: Estos son los casos globales de contagiados, muertos y recuperados por #Covid_19 hasta el lunes 25 de mayo de 2020. 

Fue…"
329,Desarrollan en Israel prueba de coronavirus que da resultados en 1 minuto https://t.co/QCMDZSgCOy
330,"#WQNoticias | China advirtió este domingo 24 de mayo, que sus relaciones con Estado Unidos están en un punto de inicio de una 'nueva Guerra Fría', las que se ven afectadas aún más por la pandemia del coronavirus y que avanza a pasos agigantados en América Latina. https://t.co/0i50PPNaXb"
331,"RT @el_telegrafo: Estos son los casos globales de contagiados, muertos y recuperados por #Covid_19 hasta el lunes 25 de mayo de 2020. 

Fue…"
332,"RT @RadioCentroAmb: 🚨 #ATENCIÓN | El número de fallecidos por coronavirus ascendió a 3.203 en Ecuador, donde la cifra de contagios confirma…"
333,"RT @DetectiveDiario: Inició el paro en Ecuador en medio de la pandemia 

Cientos de ecuatorianos vencieron el miedo al coronavirus y salier…"
334,"RT @eluniversocom: Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Crist…"
335,"RT @Expresoec: #COVID19Ec | El equipo eléctrico comenzó hoy los exámenes médicos a toda su plantilla. Esperan el miércoles, con resultados…"
336,"RT @alfaT801: No permiten reunirse, no permiten despedirnos de nuestros muertos por el coronavirus, no permiten abrir parques, no permiten…"
337,"RT @eluniversocom: Aerolínea Latam anunció nuevos despidos debido al coronavirus en Ecuador, Chile, Perú y Colombia. ► https://t.co/FW80hO2…"
338,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
339,"RT @Expresoec: #COVID19Ec | El equipo eléctrico comenzó hoy los exámenes médicos a toda su plantilla. Esperan el miércoles, con resultados…"
340,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
341,"RT @espol: Diario @Expresoec destaca la labor del Laboratorio para Investigaciones Biomédicas de #ESPOL, en el cual se desarrolla un protot…"
342,"RT @IsraelConsulado: El nuevo dispositivo electrónico es de 7 centímetros de largo con una boquilla y cápsula, la cual contiene un chip ele…"
343,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
344,Japón levanta por completo el estado de emergencia por coronavirus https://t.co/hQG5zVD70t
345,"El pueblo le teme más al hambre que al coronavirus. Hambre, pobreza y desesperación es lo que nos ha dejado el gobierno de Moreno.
Lo único que ha logrado es destruir el país en un tiempo récord. Algo inédito en el mundo.
#LenínElPuebloDiceBasta"
346,"Inversión de 1000 millones de dólares en Salud alista Ecuador en caso de un rebrote de coronavirus, dice embajador Cristóbal Roldán. ► https://t.co/50l21J6unx https://t.co/Qsg4vGJbb7"
347,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
348,RT @eluniversocom: Impactante portada del The New York Times homenajea a miles de víctimas del #coronavirus en Estados Unidos ► https://t.c…
349,"@Pagina5EC @RicardoPatinoEC @LaPosta_Ecu @MashiRafael En estos tiempos el peligro no es tener coronavirus, es infectarse del odio, del insulto, del chisme, de la acusación sin sustento, de la calumnia soterrada,  del me han dicho, que pulula asqueroso y artero por todas partes. Tapémonos los oídos a todo eso."
350,RT @wilfridolaz: ¿En serio? Lo pide el que ha co-gobernado con Lenín Moreno y que con CREO votaron juntitos de la mano a favor de esa nefas…
351,"RT @angelrd: El PP y Cs entregan la presidencia de la Comisión para la Reconstrucción de Andalucía a VOX, el único grupo que votó en contra…"
352,RT @mishelclemente: Camino a mi casa desde el trabajo.. sin mentir aproximadamente 70 personas sin mascarilla o dándole un mal uso. Hay per…
353,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
354,Considera que la actitud de los ciudadanos será fundamental para evitar que la pandemia avance y que el número de contagios por coronavirus disminuyan y permitan avanzar al semáforo en verde.
355,"RT @Expresoec: #Coronavirus: Decenas de personas aprovecharon la reapertura de algunas iglesias, este 25 de mayo, para visitarlas tras casi…"
356,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
357,Camino a mi casa desde el trabajo.. sin mentir aproximadamente 70 personas sin mascarilla o dándole un mal uso. Hay personas que simplemente toman esto cómo un chiste. #Covid19Ec #Guayaquil #QuedateEnCasa #coronavirus
358,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
359,RT @PaolaVintimilla: Quito supera a Guayaquil en contagios diarios.  https://t.co/EZabztMWSg
360,"RT @IsraelConsulado: El nuevo dispositivo electrónico es de 7 centímetros de largo con una boquilla y cápsula, la cual contiene un chip ele…"
361,"RT @Expresoec: La letalidad del coronavirus en #Quito se ha incrementado en un 226 %, desde el pasado 14 de mayo. Los detalles. ⬇️"
362,"RT @eluniversocom: Pacientes con coronavirus dejan de ser infecciosos después de 11 días, incluso si aún dan positivo en pruebas, sugiere e…"
363,"En un día, el número de casos confirmados de #Coronavirus en Quito superó los 100. Ayer fueron 3.188. Hoy, 3.309. https://t.co/RbQ0R4fEbv"
364,@FernandaSiguen5 @Man__ena__ @magrazziaacosta @ECU911_ Oigan esa señora no entiende que las personas van a morir antes de hambre que de Coronavirus...
365,RT @pameaguirre1: Frente al nuevo coronavirus urge una respuesta global y una cooperación multilateral para los desafíos cada vez mayores q…
366,RT @pichinchauniver: 🌎#ElMundo | #Japón levanta en todo su territorio el estado de emergencia impuesto por el #coronavirus. Los detalles ➡h…
367,Trump prohíbe los vuelos desde Brasil por el coronavirus | AFP https://t.co/xdjqkMx1l2 https://t.co/Bo6kfF9X4B
368,"➮ HOY lunes 25 #Mayo así el panorama en #Pomasqui la #MitadDelMundo y en la Av. #RealAudiencia norte de #Quito 📸 menos vehículos 🚗🚙 y gente con mascarilla 😷🚴🏼‍♂️👏🏼

#Coronavirus 🦠 #Ecuador 🇪🇨 https://t.co/FIDwtt8Egk"
369,RT @CTwitteado: Ojo con el #coronavirus .
370,"El nuevo dispositivo electrónico es de 7 centímetros de largo con una boquilla y cápsula, la cual contiene un chip electrónico con sensores especiales. Investigadores afirman que la prueba tiene una precisión de más del 90 %.
Lea la noticia completa en: https://t.co/N9jGwTAb0d https://t.co/IDMB9LOhIT"
371,RT @juanjosevelezp: En esta foto parece que @ottosonnenh va a sacarle la chucha al coronavirus https://t.co/DF6t9UBntK
372,RT @CTwitteado: Ojo con el #coronavirus .
373,"RT @Primicias: Alfredo Palacio, expresidente de la República, acusa al Gobierno de Rafael Correa de haber destrozado el sistema de salud pú…"
374,"RT @Primicias: La directora de Salud Pública de la OMS, María Neira, dijo que los modelos con los que trabajan van descartando “cada vez má…"
375,RT @CTwitteado: Ojo con el #coronavirus .
376,RT @CarlosVerareal: Alarmante aumento de casos de coronavirus en Quito | Ecuavisa // Qué falló allá? https://t.co/AFV332OShM
377,"@PatricioAlarco2 
https://t.co/0xNNjsrBDe

FACIL ES DECIR CAMBIEN DE SEMAFORO ROJO A AMARILLO, CUANDO DESDE CASA SENTADOS EN UN ESCRITORIO MIRAN QUE SU DINERO CRECE,MIENTRAS LOS CONTAGIADOS Y FALLECIDOS SON QUIENES VAN A TRABAJAR Y EXPONER SU VIDA, Y FACIL CONTRATARAN A OTRO"
378,Espero logren abrir los ojos y ver que hay detrás del coronavirus. https://t.co/rsmiwnFIGB
379,RT @wilfridolaz: ¿En serio? Lo pide el que ha co-gobernado con Lenín Moreno y que con CREO votaron juntitos de la mano a favor de esa nefas…
380,RT @NathalieCely: Por favor que alguien le pase al Presidente @Lenin la tasa de mortalidad por #coronavirus en #Ecuador.   Aquí están las c…
